Train1,"One of the objections  investors have about Amazon , which was evidenced again in its most recent quarter, is that its primary e-commerce business barely makes any money. Indeed, the operating margins of this part of the company were only 0.8%, worse than Wal-Mart and Target, according to reports of their most recent earnings. Amazon's margin across the whole company was 2.9% last quarter, but the strength of the number was provided by Amazon-Web-Services. North American e-commerce sales were $26.2 billion, on which the Amazon had an operating profit of $816 million. International e-commerce revenue was $14 billion, on which the Amazon lost $487 million. Amazon-Web-Services revenue was $3.5 billion, and its operating profit was $926 million. For the entire company, revenue was $43.7 billion, on which Amazon had an operating profit of $1.3 billion. In its fiscal third quarter, which ended October 31, Wal-Mart's revenue was $117.2 billion, on which Wal-Mart had operating income of $5.1 billion, or 4.3%. Since e-commerce is such a small part of Wal-Mart revenue, the measures are almost entirely from brick-and-mortar sales. Wal-Mart model is supposed to be a disadvantage. Based on operating margin it is not. Amazon management may argue it continues to invest in the future. However, Wal-Mart management would make the same argument as well. Target's most recent quarter was considered poor. However, Target’s operating margin was strong, as measured against most other large brick-and-mortar retailers. Revenue fell 6.7% to $16.4 billion for the period that ended at the close of October. Operating income was $1.1 billion, up 21.1%. That leaves an operating margin of 6.4%.Almost all large retailers make very little money in the current environment. Amazon makes almost nothing. It has been said over and over that at some point Amazon has to stop experimenting and investing in marketing enough to show a reasonable profit. ",Negative
Train2,"An apology for the bank's misbehaviours signed by the CEO of Deutsche Bank John Cryan is published as a newspaper ad in a big German paper in Frankfurt, Germany, Saturday, Feb. 4, 2017. Frankfurt, GermanyDeutsche Bank, Germany's largest lender, has apologized in full-page German newspaper ads for misconduct that has cost the company billions. The ad, signed by CEO John Cryan on behalf of the Deutsche Bank 's top management, ran Saturday in the Frankfurter Allgemeine Zeitung and the Munich-based Sueddeutsche Zeitung. The Deutsche Bank bank said its past conduct ""not only cost us money, but also our reputation and trust."" In December, Deutsche Bank agreed to a $7.2 billion settlement with the U.S. Justice Department over its dealings in opaque bonds based on home loans in 2005-2007. Losses on such bonds packaged and sold by major banks helped start the global financial crisis. Other misconduct cases have included rigging widely-used interest benchmarks along with other big banks and money-laundering violations involving security trades Russia. The ad said ""we in the management committee and Deutsche Bank leadership as a whole will do everything in our power to keep such cases from happening again."" Cryan, who became co-CEO with Anshu Jain in 2015 and sole CEO in 2016, had to present a 1.4 billion euro ($1.5 billion) loss for the full year 2016 at the company's annual news conference on Thursday. Costs for legal settlements have played a role in weak earnings that have undermined the Deutsche Bank 's share price. Cryan also delivered an extensive apology at the news conference. Deutsche Bank is in the midst of a wrenching restructuring, cutting costs and shedding riskier assets to meet tougher regulation aimed at preventing another financial crisis. A news report that the mortgage-bond settlement might be as high as $14 million led to sharp falls in the bank's share price in September and October and fed speculation the bank might need to raise more capital or seek a government bailout. It did neither.",Negative
Train3,"In the week ended February 3, 2017, the number of rigs drilling for oil in the United States totaled 583 up by a 17 compared with the prior week and up 116 compared with a total of 467 a year ago. Including 145 other rigs drilling for natural gas and one rig listed as ""miscellaneous,"" there are a total of 729 working rigs in the country, up by 17 week over week and up by 158 year over year. The data come from the latest Baker Hughes North American Rotary Rig Count released on Friday. West Texas Intermediate (WTI) crude oil for March delivery traded up 0.5% on Friday to settle at $53.83. Crude prices increased by about 1.2% week over week. The U.S. Energy Information Administration (EIA) reported last Wednesday that crude supplies had increased by 6.5 million barrels in the week ended January 27, and that gasoline supplies had risen by 3.9 million barrels.Attack Crude prices perked up a little at the end of the week following announcements that the promised production cuts from both OPEC and non-OPEC countries appeared to be happening. A little closer look shows how the cuts are being made. OPEC members have chopped about 840,000 barrels a day from production, according to a report at Bloomberg News. Saudi Arabia accounted for 500,000 of those barrels, and the United Arab Emirates and Kuwait combined to cut another 310,000 barrels. The other seven OPEC members have contributed relatively little. The January production cut represents about 83% of the 1.2 million daily barrels that OPEC had agreed to remove from production on average for the first six months of this year. Russia, the other big producer that has agreed to a 300,000 barrel daily reduction, cut its production by about 117,000 barrels a day in January. How long will Saudi Arabia be willing to take one for the team? The country has denied that it is the world's swing producer, the one that adjusts production to achieve the desired balance between supply and demand. Like it or not, the Saudis have likely adopted that role again. The natural gas rig count remained unchanged with a total of 145. The count for natural gas rigs is now up by 41 year over year. Natural gas for March delivery closed the week at $3.05 per million BTUs, down 34 cents (more than 10%) on the near-month contract compared with the prior week. Hedge funds — under the Managed Money heading in the Commodity Futures Trading Commission's (CFTC's) weekly Commitments of Traders report — dropped 2,978 short futures and options contracts for WTI crude oil last week, and added 6,009 long contracts. The movement reflects changes as of the January 31 settlement date. Managed money now holds 427,908 long positions compared with 47,981 short positions. Open interest totaled 2,888,128. There were 42 hedge funds with large short positions last week, down three from the prior week. ALSO READ: America's Happiest (and Most Miserable) States Among the producers themselves, short positions outnumber longs 703,259 to 432,575. The number of short positions jumped by 26,743 contracts last week, and longs added 22,372 contracts. Positions among swaps dealers show 409,011 short contracts versus 119,425 long positions. Swaps dealers added 15,231 contracts to their short positions last week and added 1,280 contracts to their long positions. John Kemp at Reuters noted that hedge funds are positioning themselves for the possible implementation of a U.S. border adjustment tax by adding to the long positions in WTI and reducing their long positions in Brent. Futures and options in both WTI and Brent have been rising, but the increase in WTI forwards has been much faster. Between January 10 and January 24, hedge funds added 62 million barrels (62,000 contracts) to their WTI long positions compared with a cut of 6 million barrels to their short positions. ALSO READ: Poorest Town in Every State U.S. refineries ran at 88.2% of capacity, a week-over-week decrease of about 100,000 barrels a day. Imports rose by about 480,000 barrels a day, to around 8.3 million barrels a day in the week. Among the states, Oklahoma added six rigs last week, Texas and New Mexico each added four, and four states — Alaska, Arkansas, Colorado, Wyoming — each added one. Louisiana lost one rig last week. In the Permian Basin of west Texas and southeastern New Mexico, the rig count now stands at 294, up four compared with the previous week's count. The Eagle Ford Basin in south Texas has 56 rigs in operation, up by two week over week, and the Williston Basin (Bakken) in North Dakota and Montana now has 37 working rigs, unchanged for the week. Enterprise Products Partners lists a February 4 posted price of $50.28 per barrel for WTI and $51.73 a barrel for Eagle Ford crude. The price for WTI and Eagle Ford crudes rose by $0.66 a barrel in the week. ALSO READ: The Most Dangerous Cities in America The pump price of regular gasoline fell by nearly a penny a gallon week over week. Saturday morning's average price in the United States was $2.275 a gallon, compared with $2.282 a week ago. The year-ago price was $1.773 a gallon. The Best and Worst States to Grow Old States With the Highest (and Lowest) Property Taxes 7 Dirt Cheap S&P 500 Value Stocks for Massive Upside Potential for 2017 and 2018 . ",Negative
Train4,"Dow Jones Industrial Average component Verizon Communications Inc. (VZ) is not having a good start to the year. The Verizon's stock has lost 8.99% of its value since the beginning of January. Compared with the prior week, Verizon dropped nearly 2% just last week. When it reported quarterly results two weeks ago, the Verizon forecast 2017 revenue flat on an organic basis, but that does not include divestitures of some assets and the still-pending acquisition of Yahoo. Verizon also missed both quarterly and full-year earnings and revenues estimates when it reported earnings. Overall, Verizon experienced a worse earnings reaction than we have seen in recent memory, falling 4.4% immediately after reporting results. Verizon was downgraded to Market Perform from Outperform with a $52 target price at FBR Capital Markets. Argus maintained its Buy rating and $60 target price on Verizon. Jefferies maintained the stock as Hold, but lowered its price target from $53 to $51 and noted: Results were indicative of the highly promotional fourth quarter, highlighted by an aggressive iPhone 7 promotion. While handset additions were positive, margins paid a steep price. ARPA and churn also disappointed. In our view, investors will be disappointed with guidance that implies only 1% EPS growth, well below expectations and prior commentary, driven primarily by expected continued ARPA pressures. On the upside, Verizon's 4.78% dividend yield keeps investors and analysts in the stock, as does demand for more and more data by the company's customers. On the downside, the U.S. wireless market is saturated and subscriber growth depends on stealing customers from competitors, a move that generally involves price promotions. ALSO READ: Merrill Lynch Out With Top Sector Picks for 2017: 7 to Buy Now Verizon's stock closed up about 0.6% on Friday, at $48.58 in a 52-week range of $46.01 to $56.95. The consensus price target is $52.23.",Negative
Train5,"Banks shares, such as JP Morgan (JPM), Citigroup (C), Bank of America (BAC) and Goldman Sachs (GS) got a nice pop in early trading and provided some upside support for the market after reports that President Donald Trump may scale back laws enacted in the wake of the financial crisis, including the 2010 Dodd-Frank law. Amazon (AMZN) shares fell in early trading. The e-commerce giant handed in mixed results for the fourth quarter. Even though revenue jumped 22% from a year ago, it was still shy of analysts’ estimates. Meanwhile, revenue from Amazon’s cloud business grew 47%, but that also missed expectations. However, earnings came in better than expected. Chipotle (CMG) shares are also on investors’ radars this morning. The burrito chain delivered earnings and revenue that slightly missed estimates for the fourth quarter. Profit fell nearly 77% from year ago. The company blamed the profit slide on higher prices for avocados and other ingredients. Chipotle has been having a tough time growing sales at its restaurants following a series of food scares last year. Same-store sales fell 4.8% last quarter. GoPro (GPRO) shares tanked this morning after the maker of action cameras reported a big miss on revenue for its holiday quarter. The company also gave a weaker-than-expected sales outlook for the current quarter. GoPro has been plagued with production issues of its flagship Hero5 camera and Karma drone, as well as a recall. Ford (F) stock was higher in early trading. Barclays upgraded the stock to overweight from equal weight and raised its price target by a couple of dollars, to $15 a share. The firm believes that the automaker is better positioned to withstand the potential border tax than competitors like General Motors (GM) and Fiat Chrysler (FCAU).",Negative
Train6,"Oil dropped further below $56 a barrel on Wednesday after an industry report pointed to a large rise in crude inventories in the United States, renewing oversupply concerns despite OPEC output curbs. U.S. crude inventories rose by a more-than-forecast 11.6 million barrels last week, data from industry group the American Petroleum Institute (API) showed on Tuesday, ahead of the government's supply report due later on Wednesday. Brent crude, the international benchmark, was down 29 cents at $55.63 a barrel at 0950 GMT. U.S. crude fell 40 cents to $52.74. If the API report of an inventory rise is confirmed by the U.S. Energy Information Administration report at 1530 GMT, it would be the ninth straight week of increases. Analysts had forecast a 1.9 million-barrel inventory rise. ""All eyes are on the EIA numbers,"" said Jeffrey Halley, senior market strategist at Oanda in Singapore. ""A big washout of that will see oil test technical support levels."" U.S. crude supplies have continued to rise despite a supply cut that started on Jan. 1 by the Organization of the Petroleum Exporting Countries plus Russia and other non-members. Data has suggested high compliance with the deal. Total output reductions have exceeded 1.5 million barrels per day, Saudi Energy Minister Khalid al-Falih said on Tuesday, out of the almost 1.8 million bpd pledged. He also said the results had exceeded the low market expectations. Oil is also facing headwinds from a likely U.S. interest rate rise next week, a strong dollar and rising U.S. oil production, which has been given a boost by the OPEC-led effort to support prices. The EIA now expects U.S. crude production in 2017 to rise by 330,000 barrels per day, more than previously forecast, according to its monthly outlook on Tuesday. OPEC is trying to get rid of a supply glut that is keeping oil prices at about half their level of mid-2014. Rising U.S. inventories have raised speculation it may extend the supply cut deal which runs until June. Officially, OPEC maintains that it is too early to talk of extending the agreement, a position reiterated by the Saudi minister on Tuesday.",Negative
Train7,"Deutsche Bank , the German lender tabbed last year by the International Monetary Fund as the most likely among global peers to cause a financial crisis, is taking drastic steps to make itself safer. Chief among the plans is an effort to raise 8 billion euros ($8.5 billion) of fresh equity to fortify the Frankfurt-based bank's financial strength. But will that resolve Deutsche's issues? Not according to Viola Risk Advisors' David Hendler, who's been arguing for at least six months that the lender needed to raise more capital -- even as the lender's CEO, John Cryan, said otherwise. Hendler says Deutsche Bank would still need another 9 billion to 19 billion euros to fully dissipate concerns that prompted many trading clients to take their business elsewhere last year. And since stock investors are unlikely to deliver such a large sum, he says, the German government will probably have to provide a bailout eventually. While Cryan said in a statement this week that his plan will create a ""simpler, stronger and growing bank,"" Hendler says the CEO's credibility is suspect after multiple recent strategy shifts. The biggest problem, as Hendler sees it, is that the bank has yet to demonstrate it can be profitable enough to compete on a global stage with the likes of JPMorgan Chase , the biggest U.S. bank. Investors who pour money into the lender now are likely to regret it later when the stock falls, Hendler says. ""They're going to waste through this capital,"" says Hendler, whose clients include bond investors as well as risk-management executives at big banks and insurers. ""You would be crazy to invest in this thing."" Over the weekend, Cryan and his team hashed out a plan to sell the new equity through a rights offering -- that is, by giving existing investors a chance to double down. The announcement sent the shares tumbling 7.7% on Monday, given the likely dilution of holders' stakes. The stock sale, to begin later this month and be completed by April, would be Deutsche Bank's third capital raise in seven years. The lender sold 8.5 billion euros of new equity in 2014 after a 10.1 billion-euro round in 2010. The shares, currently around 18 euros, are trading just below their lowest point during the financial crisis of 2007-2009. In June, the IMF said Deutsche Bank appears to be the most significant contributor to system-wide risks among the largest global banks. ""The capital increase will reinforce our financial strength substantially,"" Cryan said in the statement. The bank also announced drastic cost cuts and a plan to sell a minority stake in its money-management business through an initial public offering. The Deutsche Asset Management float, along with certain asset sales, would add another 2 billion euros to the bank's equity base. A bank spokesman declined to comment further, while forwarding excerpts from seven analysts' reports signaling support for the new plan. ""Ten billion euros is what will fix it once and for all,"" read one snippet. Prices for Deutsche Bank's credit-default swaps -- used by traders to hedge against the likelihood of a default -- have tumbled in recent weeks; that's an indication that traders see its creditworthiness improving. At the current price of 127 euros, however, they're still twice as expensive as similar instruments for JPMorgan. Deutsche Bank has said in the past that such comparisons aren't valid, because of differences between Germany's banking laws and those in the U.S. Hendler, who's based in Montebello, N.Y., says he's particularly troubled by illiquid, hard-to-value assets in Deutsche Bank's trading book that could bring steep losses if they were priced at more conservative levels. And employee morale is low, he says, following an 11% reduction in compensation in 2016, when the bank posted a full-year net loss of 1.4 billion euros. (In 2015, Deutsche Bank lost 7 billion euros.) Hendler's also concerned that many trading clients remain spooked and won't return. According to a Deutsche Bank presentation to analysts Monday, a key driver of profitability under the new plan will be to ""regain market share from improved capital position."" The brokerage firm Keefe, Bruyette and Woods wrote in a report last month that Deutsche Bank's share of global fixed-income trading slipped to 12% last year from 14% in 2015. Meanwhile, JPMorgan and at least two other American banks -- Citigroup and Morgan Stanley -- gained share, the report showed. According to Deutsche Bank's statement, fixed-income trading revenue so far this year is up 30% from the same period of 2016. The full picture won't be available until late April, when Deutsche Bank and its U.S. rivals have reported first-quarter results. ""From what I'm hearing from counterparties, nobody's running back to them,"" Hendler said.",Negative
Train8,"A month has gone by since the last earnings report for Weyerhaeuser Company WY. Weyerhaeuser  shares have lost about 4.8% in that time frame, underperforming the market. Will the recent negative trend continue leading up to the stock's next earnings release, or is it due for a breakout? Before we dive into how investors and analysts have reacted as of late, let's take a quick look at the most recent earnings report in order to get a better handle on the important drivers. Weyerhaeuser Company reported better-than-expected results in first-quarter 2017, with earnings and sales beating their respective Zacks Consensus Estimate by 22.2% and 6.5%. Earnings from continuing operations before special items came in at $0.22 per share, above the Zacks Consensus Estimate $0.18. Also, the bottom line was 10% above the year-ago tally of $0.20. The company's net sales totaled $1.693 billion in the quarter, surpassing the Zacks Consensus Estimate of $1.59 billion. Also, the top line grew 20.5% year over year. Segmental Details: Weyerhaeuser operates through three business segments, results of which are detailed below: Timberlands: The segment's revenues (excluding intersegment sales) totaled $486 million, up 25.6% year over year. It accounted for 28.7% of net sales. Real Estate, Energy and Natural Resources: The segment's revenues, accounting for 3.1% of net sales, were $53 million, up 35.9% from the year-ago tally. Wood Products: The segment generated revenues (excluding intersegment sales) of $1,154 million, accounting for 68.2% of net sales. Compared with the year-ago quarter, the figure was up 17.9%. ",Negative
Train9," Indian mobile carrier Reliance Communications' (RLCM.NS) shares and bonds resumed their slide on Monday as concerns over its heavy debt load were reignited after a fourth-quarter loss that sent the company to its first full-year loss. Banking sources told Reuters that the company is running behind on some loan repayments, though Reliance -- backed by billionaire Anil Ambani and widely known as RCom -- said it aims to repay lenders 250 billion rupees ($3.87 billion) by Sept. 30 following the planned merger of its wireless business with a smaller rival and selling an interest in its towers operation. While the company did not comment directly on whether it had delayed loan interest payments, the head of RCom's consumer business, Gurdeep Singh, said in a conference call that RCom was in talks with lenders to defer loan instalments coming due over the next four months as it works to close the two deals. Shares in the company fell more than 23 percent on Monday to a record low of 19.70 rupees before paring losses in afternoon trading. The stock, which has fallen 36 percent in the past 10 sessions, closed 20.4 percent down at 20.50 rupees. A sell-off in its 2020 bonds also resumed, with yields spiking as high as 17.7 percent after ending last week at 12.3 percent. ""Private banking clients holding RCom dollar bonds are panic selling in small lots following weak results and reports about delays in domestic loan repayments,"" said one trader with a foreign bank. The company on Saturday posted its second straight quarterly loss, dragged down by a price war in the wireless market instigated by the launch of Reliance Jio -- a venture backed by Anil's elder brother and India's richest man, Mukesh Ambani. For the full year to end-March it lost 12.85 billion rupees. Anil won control of RCom when the Reliance empire was split in 2005 after a feud between the brothers. Mukesh ended up with the core oil refining and petrochemicals business, while Anil won control over the conglomerate's telecoms, financial services and power operations. The brothers have since settled their differences, with Mukesh's new telecoms venture Reliance Jio entering pacts with Anil's RCom to share towers and networks. But the price war sparked by months of free voice and data services from Jio have dented not only RCom, but also bigger rivals Bharti Airtel (BRTI.NS), Idea Cellular (IDEA.NS) and Vodafone's (VOD.L) Indian business. ""The current stress in the telecoms sector is a matter of grave concern not only for the industry players but also for the financial sector, regulators and government,"" said Singh, urging the government to formulate a financing package aid the sector. RCom's customer base stood at 84.7 million subscribers at the end of March, down from 87.7 million at the end of December. Cashflow from operations turned negative in the three months to March 31, while average revenue per user was down 8.4 percent from the previous quarter and net debt rose 3.6 percent from the previous three months to 443.45 billion rupees ($6.87 billion). Executives of company, who were grilled by analysts on the conference call, said RCom will also cut debt by selling properties in New Delhi and the outskirts of Mumbai. RCom said it is expects lender approvals in a few months for the planned merger of its wireless business with that of smaller rival Aircel, and for the sale of a majority stake in its towers business to Canada's Brookfield (BAMa.TO) for 110 billion rupees. The cash from the deal with Brookfield will be used to repay some of its loans, while the combined 280 billion rupees in debt held by the combined RCom-Aircel wireless entity will be refinanced, company executives told analysts on the call.",Negative
Train10,"By the time President Donald Trump took office, he had already gotten involved in one of the world’s biggest mergers. In mid-January, the CEOs of Bayer and Monsanto, Werner Baumann and Hugh Grant, reported in a joint statement that they had a “very productive meeting” with the incoming president about their potential $66 billion merger. The deal, which the two companies announced in September, would combine the German pharmaceutical and chemical group with the US seed giant — a move they claim would boost agriculture research and innovation. “By the time 2050 rolls around, the world will have 10 billion people and the demand for food will double,” Robb Fraley, Monsanto’s Chief Technology Officer, tells Business Insider. “The whole point here is that the business combination between Monsanto and Bayer will allow the companies to invest in and create more innovation, and it's going to take a huge amount of innovation in order to double the world's food supply.” “From my perspective, they're saying the exact opposite of what most people in the industry actually believe,” Clay Govier, a farmer in central Nebraska, tells Business Insider. Govier is the fifth generation to work on his family farm of 3,000 acres, which primarily grows corn and soybeans. The farm has used Monsanto products for at least 12 years, and if this merger goes through, Govier's family expects seed and chemical prices to increase. With both corn and soybean commodity prices at some of the lowest levels they’ve been since 2012, that could put many small family farms in tough positions. “I just sat down to chat with my banker the other day, and fortunately we're in a position that I don't think we're going to have to have a hard conversation when it comes to loans for next year. But he said there are a lot of guys out there that are going to have a really hard conversation,” Govier says. With the increasing consolidation of the agriculture supply industry (Monsanto-Bayer is one of three major mergers on the table, along with Dow-DuPont and Syngenta-ChemChina), Govier doesn’t expect things to get easier anytime soon. “They’re locking in their profit and they're cornering the market by getting bigger, not by creating new products,” he says of Bayer and Monsanto. “They're just choking out the rest of the competition.” The size of the Bayer-Monsanto deal — it was the biggest merger announced in 2016 after AT&T and Time Warner — means the companies have to seek approval from regulators in 30 countries. The recent Trump Tower get-together, which occurred before the president nominated a Secretary of Agriculture, signaled the deal has a good chance of getting Trump's approval. In a statement, Baumann and Grant suggested that the new president shares their view of the agriculture industry’s need for innovation. To that end, the companies highlighted their plan to spend $16 billion on research and development worldwide over six years — an average of $2.67 billion per year. But a look at their current R&D budgets reveals that added up, the two companies already spend approximately $2.59 billion per year, so the combined increase in funds amounts to less than $500 million over six years. “Let's just cut to the chase — these companies want to make more money, they want to raise prices,” says Mark Connelly, an agriculture analyst at brokerage and investment group CLSA Americas. “No company in this industry needs these deals in order to innovate.” Data compiled by the Farmers Business Network (FBN), a data distribution network that collects crowd-sourced information from members, backs up Connelly’s concern. FBN analyzed corn seed yield (the number of bushels farmers can produce per acre) in relation to the seed brands’ market share; they found that, while increased market share did lead to more innovation, the rise wasn’t proportional. “After you got to a few percent market share, it really tapered off quite quickly. So going from 5 or 10 percent to 20 or 30 percent market share didn't lead to a massive yield increase,” says FBN co-founder Charles Baron. When plotting seed prices in relation to market share, FBN data also showed that greater market dominance was correlated with higher corn seed and chemical prices. That doesn't bode well for farmers, since several of the agricultural companies with proposed mergers already make up a significant portion of the market, according to Connelly’s analysis. “If you look at how much of the farmers' seed and pesticide dollars are going to these companies, Monsanto-Bayer — if it were one company today — would be getting $1 out of every $3. Dow-Dupont would be taking one out of every $4. Think that's a problem? Holy crap, right?” Bayer representatives acknowledged in a statement to Business Insider that they are often confronted with the allegation that the merger will raise prices and reduce innovation and competition. “We disagree with this and are convinced the opposite is true,” the company wrote. “We are competing with other very strong companies that offer similar products and have strong R&D capabilities. We will only succeed with pricing and selling our products if our value proposition to our customers is better than that of our competitors and if we continue to innovate. We are also convinced that in a competitive business such as the agriculture industry, the efficiency gains generated by innovation will increase returns for farmers.” Monsanto’s Fraley estimates that, under the current system, it takes about a decade for a company to develop and get approval for a new herbicide. Then if that product is popular, it'll take the company another 10 years to make a seed trait that responds to the new chemical. But since Bayer and Monsanto's combined resources might allow them to develop paired products in tandem, they could halve the time it takes to bring those new products to farmers, he says. Connelly has a different hypothesis. Monsanto has historically sought out partnerships and joint ventures with other companies that have innovative products. But that means dividing up profits. So Connelly predicts the size of a combined Monsanto-Bayer will lead them to favor a mediocre product or solution that they can develop in-house over a more promising one that would require a revenue-sharing partnership. “We're not going to be chasing the best solution anymore — we're going to be chasing the good enough solution,” Connelly says.  Todd Eney, a fourth-generation farmer in central Montana, says that as suppliers of seeds and chemicals have become more consolidated, he hasn’t seen many benefits. “These corporate bigwigs, are they really going to do what they say?” he asks. “Our farm has been out here since 1935 and I’m 40 years old and I’ve watched a lot of small family farms in our area go under. They can’t compete because they can’t pay the price of input because of what these companies are wanting to charge for input now.” Eney’s farm grows wheat, malt barley, and field peas, and uses Roundup, Monsanto’s popular weed killer. This year, he says, he and his father decided to use 50% less fertilizer in order to cut costs. The possibility of further consolidation has him on edge. “You know, it's almost like you shrug your shoulders and cross your fingers that your regulators are going to have a backbone and not let it happen,” he says. NOW WATCH: Watch this Italian artist use a tractor to make a giant portrait of Donald Trump ‘Our agricultural system would collapse’ if Trump starts mass deportations, says farm worker advocate Nearly all of the counties that could be hardest hit by Trump’s trade policies voted for him ROYAL MINT CEO: More people are turning their cash into gold to escape political risk",Negative
